group,name
19,ECOLE ÉLÉMENTAIRE SIMON BOLIVAR (ECOLE B)
19,ECOLE ÉLÉMENTAIRE RAMPAL
19,ECOLE ÉLÉMENTAIRE D'AUBERVILLIERS
19,ECOLE ÉLÉMENTAIRE MANIN (ECOLE B)
19,ECOLE ÉLÉMENTAIRE DES ALOUETTES
19,ECOLE ÉLÉMENTAIRE JEAN JAURÈS
19,ECOLE ÉLÉMENTAIRE ARMAND CARREL
19,ECOLE ÉLÉMENTAIRE EUGÉNIE COTTON (ECOLE B)
19,ECOLE ÉLÉMENTAIRE BARBANÈGRE (ECOLE A)
19,ECOLE ÉLÉMENTAIRE DE TANGER (ECOLE B)
19,ECOLE ÉLÉMENTAIRE DE TANGER (ECOLE A)
19,ECOLE ÉLÉMENTAIRE DE TANGER (17)
19,ECOLE POLYVALENTE HENRI NOGUÈRES
19,ECOLE ÉLÉMENTAIRE PIERRE GIRARD
19,ECOLE ÉLÉMENTAIRE DE LA VILLETTE
19,ECOLE POLYVALENTE118 MACDONALD
19,ECOLE ÉLÉMENTAIRE EUGÉNIE COTTON (ECOLE A)
19,ECOLE ÉLÉMENTAIRE DE L'OURCQ (ECOLE A)
19,ECOLE ÉLÉMENTAIRE DE L'OURCQ (ECOLE B)
19,ECOLE ÉLÉMENTAIRE ROMAINVILLE (ECOLE A)
19,ECOLE ÉLÉMENTAIRE ROMAINVILLE (ECOLE B)
19,École Privée Mixte Saint-Jean-Baptiste-de-Belleville 
19,École Privée Mixte Saint-Georges
19,École Privée Sainte-Thérèse
19,École Privée Sainte-Thérèse
20,Pas encore inscrit à l'école
20,ECOLE MATERNELLE DES AMANDIERS
20,ECOLE MATERNELLE BRETONNEAU
20,ECOLE MATERNELLE PLANCHAT
20,ECOLE MATERNELLE EUGÈNE REISZ
20,ECOLE MATERNELLE OLIVIER METRA (29)
20,ECOLE MATERNELLE OLIVIER METRA (31-33)
20,ECOLE MATERNELLE GAMBETTA
20,ECOLE MATERNELLE DES COURONNES
20,ECOLE MATERNELLE PALI-KAO
20,ECOLE MATERNELLE MARYSE HILSZ
20,ECOLE MATERNELLE LE VAU
20,ECOLE MATERNELLE VITRUVE (61)
20,ECOLE MATERNELLE VITRUVE (68)
20,ECOLE MATERNELLE PYRÉNÉES
20,ECOLE MATERNELLE EUPATORIA
20,ECOLE MATERNELLE DU CLOS
20,ECOLE MATERNELLE MÉNILMONTANT
20,ECOLE MATERNELLE RÉUNION
20,ECOLE MATERNELLE DE LA BIDASSOA
20,ECOLE POLYVALENTE ALQUIER DEBROUSSE
20,ECOLE MATERNELLE DE LA COUR DES NOUES
20,ECOLE MATERNELLE DU RETRAIT
20,ECOLE POLYVALENTE CHAMPAGNE
20,ECOLE MATERNELLE GRANDS CHAMPS
20,ECOLE MATERNELLE DE LESSEPS
20,ECOLE MATERNELLE SURMELIN
20,ECOLE MATERNELLE PELLEPORT
20,ECOLE POLYVALENTE PELLEPORT
20,ECOLE MATERNELLE CENDRIERS
20,ECOLE MATERNELLE FONTARABIE
20,ECOLE MATERNELLE TÉLÉGRAPHE
20,ECOLE MATERNELLE PIAT
20,ECOLE POLYVALENTE LE VAU (ECOLE B)
20,ECOLE MATERNELLE JOURDAIN
20,ECOLE POLYVALENTE OLIVIER METRA (32-34)
20,ECOLE MATERNELLE MOURAUD
20,ECOLE MATERNELLE MARAÎCHERS
20,ECOLE POLYVALENTE PIERRE FONCIN (ECOLE B)
20,ECOLE MATERNELLE TOURTILLE
20,ECOLE MATERNELLE PIERRE FONCIN
20,ECOLE POLYVALENTE TOURELLES
20,ECOLE ÉLÉMENTAIRE DU TÉLÉGRAPHE
20,ECOLE ÉLÉMENTAIRE DE LA MARE
20,ECOLE ÉLÉMENTAIRE DE LA PLAINE (ECOLE B)
20,ECOLE POLYVALENTE DAVOUT
20,ECOLE POLYVALENTE ALQUIER DEBROUSSE
20,ECOLE ÉLÉMENTAIRE DE LESSEPS (ECOLE A)
20,ECOLE ÉLÉMENTAIRE DE LESSEPS (ECOLE B)
20,ECOLE ÉLÉMENTAIRE DE BELLEVILLE (236)
20,ECOLE ÉLÉMENTAIRE DE BELLEVILLE (104)
20,ECOLE ÉLÉMENTAIRE DE TLEMCEN
20,ECOLE ÉLÉMENTAIRE DE TOURTILLE
20,ECOLE ÉLÉMENTAIRE MARYSE HILSZ
20,ECOLE ÉLÉMENTAIRE DES AMANDIERS
20,ECOLE ÉLÉMENTAIRE SORBIER
20,ECOLE ÉLÉMENTAIRE DES PYRÉNÉES (40)
20,ECOLE ÉLÉMENTAIRE DES PYRÉNÉES (97)
20,ECOLE ÉLÉMENTAIRE DES PYRÉNÉES (ECOLE A)
20,ECOLE ÉLÉMENTAIRE DES PYRÉNÉES (ECOLE B)
20,ECOLE ÉLÉMENTAIRE DU CLOS
20,ECOLE ÉLÉMENTAIRE DE LA PLAINE (ECOLE A)
20,ECOLE ÉLÉMENTAIRE ETIENNE DOLET
20,ECOLE ÉLÉMENTAIRE EUGÈNE REISZ
20,ECOLE ÉLÉMENTAIRE RIBLETTE (ECOLE B)
20,ECOLE ÉLÉMENTAIRE RIBLETTE (ECOLE A)
20,ECOLE POLYVALENTE LE VAU (ECOLE B)
20,ECOLE ÉLÉMENTAIRE RAMPONEAU
20,ECOLE ÉLÉMENTAIRE GAMBETTA
20,ECOLE ÉLÉMENTAIRE PLANCHAT
20,ECOLE POLYVALENTE OLIVIER METRA (32-34)
20,ECOLE ÉLÉMENTAIRE BRETONNEAU
20,ECOLE POLYVALENTE PIERRE FONCIN (ECOLE B)
20,ECOLE ÉLÉMENTAIRE PIERRE FONCIN (ECOLE A)
20,ECOLE ÉLÉMENTAIRE JULIEN LACROIX
20,ECOLE ÉLÉMENTAIRE LE VAU (ECOLE A)
20,ECOLE ÉLÉMENTAIRE OLIVIER METRA (ECOLE B)
20,ECOLE ÉLÉMENTAIRE OLIVIER METRA (ECOLE A)
20,ECOLE ÉLÉMENTAIRE LEVERT
20,ECOLE ÉLÉMENTAIRE MOURAUD
20,ECOLE POLYVALENTE PELLEPORT
20,"Ensemble Scolaire Saint-Germain de Charonne, Ecole Privée "
20,École Privée Catholique Sainte-Louise
20,École Notre-Dame de la Croix
